date,family,method,ticker,weight
2021-03-01,Equity,Minimum Variance,AMT,1.1403827211437493e-17
2021-03-01,Equity,Minimum Variance,BA,4.789527423289136e-19
2021-03-01,Equity,Minimum Variance,CAT,0.0
2021-03-01,Equity,Minimum Variance,CCI,0.0
2021-03-01,Equity,Minimum Variance,CMCSA,5.1957093468961576e-18
2021-03-01,Equity,Minimum Variance,COP,0.0
2021-03-01,Equity,Minimum Variance,CVX,0.0
2021-03-01,Equity,Minimum Variance,D,3.5745650873233525e-17
2021-03-01,Equity,Minimum Variance,DD,9.227139048363762e-18
2021-03-01,Equity,Minimum Variance,DIS,3.5855723236703134e-17
2021-03-01,Equity,Minimum Variance,DOW,1.339537323529616e-18
2021-03-01,Equity,Minimum Variance,DUK,4.2964154204280433e-17
2021-03-01,Equity,Minimum Variance,EA,0.09346522810992523
2021-03-01,Equity,Minimum Variance,GE,5.515048119725619e-17
2021-03-01,Equity,Minimum Variance,GILD,0.13209218347325039
2021-03-01,Equity,Minimum Variance,GS,0.0
2021-03-01,Equity,Minimum Variance,INTC,2.079780385126072e-17
2021-03-01,Equity,Minimum Variance,KO,2.6245824921729256e-17
2021-03-01,Equity,Minimum Variance,MMM,0.07757930301619242
2021-03-01,Equity,Minimum Variance,MRK,0.021923598250655242
2021-03-01,Equity,Minimum Variance,MS,1.8108718215027924e-18
2021-03-01,Equity,Minimum Variance,NEE,1.245119525279295e-17
2021-03-01,Equity,Minimum Variance,NEM,0.13212350026634825
2021-03-01,Equity,Minimum Variance,NKE,3.9411083570798996e-17
2021-03-01,Equity,Minimum Variance,NUE,3.432053777722917e-19
2021-03-01,Equity,Minimum Variance,NVDA,1.0030009771186856e-17
2021-03-01,Equity,Minimum Variance,O,3.926190994390843e-18
2021-03-01,Equity,Minimum Variance,OXY,0.0
2021-03-01,Equity,Minimum Variance,PLD,0.0
2021-03-01,Equity,Minimum Variance,PSA,0.11707866444634589
2021-03-01,Equity,Minimum Variance,QCOM,0.0
2021-03-01,Equity,Minimum Variance,SBUX,8.165793431264403e-19
2021-03-01,Equity,Minimum Variance,SHW,0.0
2021-03-01,Equity,Minimum Variance,SLB,0.0
2021-03-01,Equity,Minimum Variance,SO,0.0
2021-03-01,Equity,Minimum Variance,T,1.7970479466582165e-17
2021-03-01,Equity,Minimum Variance,TMUS,0.0
2021-03-01,Equity,Minimum Variance,TTWO,0.014460917550375329
2021-03-01,Equity,Minimum Variance,UPS,0.02112108651382546
2021-03-01,Equity,Minimum Variance,USB,0.0
2021-03-01,Equity,Minimum Variance,V,0.0
2021-03-01,Equity,Minimum Variance,WFC,2.675541183803992e-17
2021-03-01,Equity,Minimum Variance,WMT,0.2096545939096056
2021-03-01,Equity,Minimum Variance,XOM,3.5284879973526056e-17
2021-04-01,Equity,Minimum Variance,ABBV,0.10847112937817835
2021-04-01,Equity,Minimum Variance,ABT,0.0
2021-04-01,Equity,Minimum Variance,ADBE,0.0
2021-04-01,Equity,Minimum Variance,AEP,0.0
2021-04-01,Equity,Minimum Variance,AMD,0.0
2021-04-01,Equity,Minimum Variance,AMGN,0.0
2021-04-01,Equity,Minimum Variance,AMT,1.0644372940328125e-17
2021-04-01,Equity,Minimum Variance,BA,2.161329627458046e-17
2021-04-01,Equity,Minimum Variance,CAT,0.0
2021-04-01,Equity,Minimum Variance,CCI,1.2729522231157948e-17
2021-04-01,Equity,Minimum Variance,CMCSA,3.2489366455316417e-18
2021-04-01,Equity,Minimum Variance,COP,0.0
2021-04-01,Equity,Minimum Variance,CVX,1.3586024471754107e-18
2021-04-01,Equity,Minimum Variance,D,0.0595155410633728
2021-04-01,Equity,Minimum Variance,DD,1.4521057742603642e-17
2021-04-01,Equity,Minimum Variance,DIS,0.007004145410899097
2021-04-01,Equity,Minimum Variance,DOW,0.0
2021-04-01,Equity,Minimum Variance,DUK,2.0203812597481814e-18
2021-04-01,Equity,Minimum Variance,EA,0.0897616068633328
2021-04-01,Equity,Minimum Variance,GE,0.0
2021-04-01,Equity,Minimum Variance,GILD,0.054134921902708036
2021-04-01,Equity,Minimum Variance,GS,3.2754044746241123e-18
2021-04-01,Equity,Minimum Variance,INTC,0.0
2021-04-01,Equity,Minimum Variance,KO,1.0584564134835077e-17
2021-04-01,Equity,Minimum Variance,MMM,0.1049805767600142
2021-04-01,Equity,Minimum Variance,MRK,0.04688595053430047
2021-04-01,Equity,Minimum Variance,MS,3.64414010789648e-18
2021-04-01,Equity,Minimum Variance,NEE,0.0
2021-04-01,Equity,Minimum Variance,NEM,0.0006590393884115839
2021-04-01,Equity,Minimum Variance,NKE,1.6478278633060581e-18
2021-04-01,Equity,Minimum Variance,NUE,1.434161942400251e-17
2021-04-01,Equity,Minimum Variance,NVDA,6.487783848765636e-18
2021-04-01,Equity,Minimum Variance,O,0.0
2021-04-01,Equity,Minimum Variance,OXY,0.0
2021-04-01,Equity,Minimum Variance,PLD,1.292945218539647e-17
2021-04-01,Equity,Minimum Variance,PSA,0.12366006469904006
2021-04-01,Equity,Minimum Variance,QCOM,0.0
2021-04-01,Equity,Minimum Variance,SBUX,0.0
2021-04-01,Equity,Minimum Variance,SHW,7.690560823951115e-18
2021-04-01,Equity,Minimum Variance,SLB,0.0
2021-04-01,Equity,Minimum Variance,SO,2.5994620233081095e-18
2021-04-01,Equity,Minimum Variance,T,0.09609158822365013
2021-04-01,Equity,Minimum Variance,TMUS,6.173385165188042e-18
2021-04-01,Equity,Minimum Variance,TTWO,0.07730841475261759
2021-04-01,Equity,Minimum Variance,UPS,1.1691154559986886e-17
2021-04-01,Equity,Minimum Variance,USB,4.479356160364023e-18
2021-04-01,Equity,Minimum Variance,V,0.0
2021-04-01,Equity,Minimum Variance,WFC,1.0978568098463726e-17
2021-04-01,Equity,Minimum Variance,WMT,0.23152702102347472
2021-04-01,Equity,Minimum Variance,XOM,2.1288927170562524e-17
2021-05-03,Equity,Minimum Variance,ABBV,0.08695126069796007
2021-05-03,Equity,Minimum Variance,ABT,4.711628889702937e-18
2021-05-03,Equity,Minimum Variance,ADBE,1.2141644403944855e-17
2021-05-03,Equity,Minimum Variance,AEP,0.058094313752441604
2021-05-03,Equity,Minimum Variance,AMD,0.0
2021-05-03,Equity,Minimum Variance,AMGN,0.0
2021-05-03,Equity,Minimum Variance,AMT,0.0
2021-05-03,Equity,Minimum Variance,BA,0.0
2021-05-03,Equity,Minimum Variance,CAT,7.660674759374066e-18
2021-05-03,Equity,Minimum Variance,CCI,7.079037056803197e-18
2021-05-03,Equity,Minimum Variance,CMCSA,8.278563111243067e-18
2021-05-03,Equity,Minimum Variance,COP,5.4008095508840334e-18
2021-05-03,Equity,Minimum Variance,CVX,6.132247525330283e-18
2021-05-03,Equity,Minimum Variance,D,0.0827210930081219
2021-05-03,Equity,Minimum Variance,DD,7.553710549379826e-18
2021-05-03,Equity,Minimum Variance,DIS,0.0
2021-05-03,Equity,Minimum Variance,DOW,0.0
2021-05-03,Equity,Minimum Variance,DUK,0.012211901499203705
2021-05-03,Equity,Minimum Variance,EA,0.061489887914692266
2021-05-03,Equity,Minimum Variance,GE,0.0
2021-05-03,Equity,Minimum Variance,GILD,0.044522660613020806
2021-05-03,Equity,Minimum Variance,GS,7.768715429527144e-18
2021-05-03,Equity,Minimum Variance,INTC,0.0
2021-05-03,Equity,Minimum Variance,KO,0.0
2021-05-03,Equity,Minimum Variance,MMM,0.07080837740099741
2021-05-03,Equity,Minimum Variance,MRK,0.1069643125645366
2021-05-03,Equity,Minimum Variance,MS,2.543796854380875e-18
2021-05-03,Equity,Minimum Variance,NEE,7.057404468415233e-18
2021-05-03,Equity,Minimum Variance,NEM,0.0017052206428473124
2021-05-03,Equity,Minimum Variance,NKE,0.026887452491965166
2021-05-03,Equity,Minimum Variance,NUE,1.233395359105136e-17
2021-05-03,Equity,Minimum Variance,NVDA,0.0
2021-05-03,Equity,Minimum Variance,O,9.103831446220114e-18
2021-05-03,Equity,Minimum Variance,OXY,0.0
2021-05-03,Equity,Minimum Variance,PLD,3.119120721725921e-18
2021-05-03,Equity,Minimum Variance,PSA,0.0659292380238268
2021-05-03,Equity,Minimum Variance,QCOM,8.157207121180053e-18
2021-05-03,Equity,Minimum Variance,SBUX,1.158365306638278e-19
2021-05-03,Equity,Minimum Variance,SHW,1.4906259029742413e-18
2021-05-03,Equity,Minimum Variance,SLB,0.0
2021-05-03,Equity,Minimum Variance,SO,0.0
2021-05-03,Equity,Minimum Variance,T,0.11450479270123057
2021-05-03,Equity,Minimum Variance,TMUS,0.0
2021-05-03,Equity,Minimum Variance,TTWO,0.06278707819200656
2021-05-03,Equity,Minimum Variance,UPS,7.56714225373216e-18
2021-05-03,Equity,Minimum Variance,USB,9.742348817249318e-18
2021-05-03,Equity,Minimum Variance,V,3.549481649759551e-18
2021-05-03,Equity,Minimum Variance,WFC,0.0
2021-05-03,Equity,Minimum Variance,WMT,0.20442241049714904
2021-05-03,Equity,Minimum Variance,XOM,0.0
2021-06-01,Equity,Minimum Variance,ABBV,0.048963416906854976
2021-06-01,Equity,Minimum Variance,ABT,0.0
2021-06-01,Equity,Minimum Variance,ADBE,0.0
2021-06-01,Equity,Minimum Variance,AEP,0.0924058535188433
2021-06-01,Equity,Minimum Variance,AMD,2.8639731240154933e-18
2021-06-01,Equity,Minimum Variance,AMGN,0.0
2021-06-01,Equity,Minimum Variance,AMT,0.0
2021-06-01,Equity,Minimum Variance,BA,0.0
2021-06-01,Equity,Minimum Variance,CAT,1.174569952929681e-17
2021-06-01,Equity,Minimum Variance,CCI,3.361606149560851e-18
2021-06-01,Equity,Minimum Variance,CMCSA,0.0
2021-06-01,Equity,Minimum Variance,COP,0.0
2021-06-01,Equity,Minimum Variance,CVX,0.0
2021-06-01,Equity,Minimum Variance,D,0.0507481450283324
2021-06-01,Equity,Minimum Variance,DD,0.0
2021-06-01,Equity,Minimum Variance,DIS,0.009852226506741953
2021-06-01,Equity,Minimum Variance,DOW,0.0
2021-06-01,Equity,Minimum Variance,DUK,0.011121945659551574
2021-06-01,Equity,Minimum Variance,EA,0.0624479672628121
2021-06-01,Equity,Minimum Variance,GE,0.0
2021-06-01,Equity,Minimum Variance,GILD,0.0590913597371904
2021-06-01,Equity,Minimum Variance,GS,0.0
2021-06-01,Equity,Minimum Variance,INTC,2.624483905079772e-18
2021-06-01,Equity,Minimum Variance,KO,1.2800592141069739e-20
2021-06-01,Equity,Minimum Variance,MMM,0.08498923227444918
2021-06-01,Equity,Minimum Variance,MRK,0.11729077910558984
2021-06-01,Equity,Minimum Variance,MS,7.407656606546273e-18
2021-06-01,Equity,Minimum Variance,NEE,0.0
2021-06-01,Equity,Minimum Variance,NEM,2.3555710544951872e-18
2021-06-01,Equity,Minimum Variance,NKE,0.02585257265528159
2021-06-01,Equity,Minimum Variance,NUE,0.0
2021-06-01,Equity,Minimum Variance,NVDA,3.669238350099347e-18
2021-06-01,Equity,Minimum Variance,O,0.0
2021-06-01,Equity,Minimum Variance,OXY,1.837167932565514e-18
2021-06-01,Equity,Minimum Variance,PLD,8.968882813403456e-19
2021-06-01,Equity,Minimum Variance,PSA,0.08909865357296297
2021-06-01,Equity,Minimum Variance,QCOM,5.1554512715031445e-18
2021-06-01,Equity,Minimum Variance,SBUX,3.2049168917049727e-18
2021-06-01,Equity,Minimum Variance,SHW,1.2694634308409781e-17
2021-06-01,Equity,Minimum Variance,SLB,5.564276711617805e-18
2021-06-01,Equity,Minimum Variance,SO,1.0630997006677016e-17
2021-06-01,Equity,Minimum Variance,T,0.11630966290478235
2021-06-01,Equity,Minimum Variance,TMUS,3.8807746096632294e-18
2021-06-01,Equity,Minimum Variance,TTWO,0.05687512071631608
2021-06-01,Equity,Minimum Variance,UPS,3.889402658478765e-19
2021-06-01,Equity,Minimum Variance,USB,4.562717495321475e-18
2021-06-01,Equity,Minimum Variance,V,0.0
2021-06-01,Equity,Minimum Variance,WFC,2.055508503795793e-18
2021-06-01,Equity,Minimum Variance,WMT,0.1749530641502911
2021-06-01,Equity,Minimum Variance,XOM,3.240997770833713e-18
2021-07-01,Equity,Minimum Variance,ABBV,0.03769922934720877
2021-07-01,Equity,Minimum Variance,ABT,0.0016318407213945913
2021-07-01,Equity,Minimum Variance,ADBE,0.0
2021-07-01,Equity,Minimum Variance,AEP,0.07314670838539242
2021-07-01,Equity,Minimum Variance,AMD,0.007271324220240114
2021-07-01,Equity,Minimum Variance,AMGN,8.221734085817114e-18
2021-07-01,Equity,Minimum Variance,AMT,2.2600832230964263e-18
2021-07-01,Equity,Minimum Variance,BA,2.3931756640190116e-18
2021-07-01,Equity,Minimum Variance,CAT,0.0
2021-07-01,Equity,Minimum Variance,CCI,0.05407570489084663
2021-07-01,Equity,Minimum Variance,CMCSA,1.0025708695351107e-18
2021-07-01,Equity,Minimum Variance,COP,8.317721630278615e-19
2021-07-01,Equity,Minimum Variance,CVX,0.0
2021-07-01,Equity,Minimum Variance,D,0.02278076664520383
2021-07-01,Equity,Minimum Variance,DD,0.0
2021-07-01,Equity,Minimum Variance,DIS,0.015028687429381595
2021-07-01,Equity,Minimum Variance,DOW,6.261816065672311e-19
2021-07-01,Equity,Minimum Variance,DUK,1.3521218265856998e-18
2021-07-01,Equity,Minimum Variance,EA,0.025570799961902178
2021-07-01,Equity,Minimum Variance,GE,4.834685192488286e-19
2021-07-01,Equity,Minimum Variance,GILD,0.03080293654666781
2021-07-01,Equity,Minimum Variance,GS,0.02086292613362172
2021-07-01,Equity,Minimum Variance,INTC,0.0
2021-07-01,Equity,Minimum Variance,KO,0.0
2021-07-01,Equity,Minimum Variance,MMM,0.09462378180242445
2021-07-01,Equity,Minimum Variance,MRK,0.13526017296804457
2021-07-01,Equity,Minimum Variance,MS,7.142260596277996e-19
2021-07-01,Equity,Minimum Variance,NEE,0.0
2021-07-01,Equity,Minimum Variance,NEM,0.0
2021-07-01,Equity,Minimum Variance,NKE,0.036227817448028526
2021-07-01,Equity,Minimum Variance,NUE,4.027009434989051e-18
2021-07-01,Equity,Minimum Variance,NVDA,0.0
2021-07-01,Equity,Minimum Variance,O,0.0
2021-07-01,Equity,Minimum Variance,OXY,0.0
2021-07-01,Equity,Minimum Variance,PLD,5.780532865368633e-18
2021-07-01,Equity,Minimum Variance,PSA,0.10443341643889571
2021-07-01,Equity,Minimum Variance,QCOM,1.8794200978005372e-18
2021-07-01,Equity,Minimum Variance,SBUX,0.02187889869439965
2021-07-01,Equity,Minimum Variance,SHW,0.0
2021-07-01,Equity,Minimum Variance,SLB,2.338626926740407e-18
2021-07-01,Equity,Minimum Variance,SO,0.0
2021-07-01,Equity,Minimum Variance,T,0.16338069880080136
2021-07-01,Equity,Minimum Variance,TMUS,0.0
2021-07-01,Equity,Minimum Variance,TTWO,0.048918456724408026
2021-07-01,Equity,Minimum Variance,UPS,5.834200504102135e-18
2021-07-01,Equity,Minimum Variance,USB,0.0
2021-07-01,Equity,Minimum Variance,V,0.0
2021-07-01,Equity,Minimum Variance,WFC,7.03710016863691e-19
2021-07-01,Equity,Minimum Variance,WMT,0.10640583284113796
2021-07-01,Equity,Minimum Variance,XOM,0.0
2021-08-02,Equity,Minimum Variance,ABBV,0.030293167422196243
2021-08-02,Equity,Minimum Variance,ABT,0.009865493899729497
2021-08-02,Equity,Minimum Variance,ADBE,0.0
2021-08-02,Equity,Minimum Variance,AEP,0.08521132621375004
2021-08-02,Equity,Minimum Variance,AMD,0.0020052608054553916
2021-08-02,Equity,Minimum Variance,AMGN,2.999030245785957e-18
2021-08-02,Equity,Minimum Variance,AMT,1.3585234735026383e-18
2021-08-02,Equity,Minimum Variance,BA,0.0
2021-08-02,Equity,Minimum Variance,CAT,0.006230788460781633
2021-08-02,Equity,Minimum Variance,CCI,0.06421055187520913
2021-08-02,Equity,Minimum Variance,CMCSA,5.250171675435918e-18
2021-08-02,Equity,Minimum Variance,COP,8.692528478833264e-20
2021-08-02,Equity,Minimum Variance,CVX,4.348734852661492e-19
2021-08-02,Equity,Minimum Variance,D,2.6697565728153335e-18
2021-08-02,Equity,Minimum Variance,DD,2.133719509459733e-18
2021-08-02,Equity,Minimum Variance,DIS,0.01423698507621777
2021-08-02,Equity,Minimum Variance,DOW,0.0
2021-08-02,Equity,Minimum Variance,DUK,0.006503849805945092
2021-08-02,Equity,Minimum Variance,EA,0.02306518250062283
2021-08-02,Equity,Minimum Variance,GE,1.0422315663427863e-18
2021-08-02,Equity,Minimum Variance,GILD,0.02493630773480546
2021-08-02,Equity,Minimum Variance,GS,0.022523392756322518
2021-08-02,Equity,Minimum Variance,INTC,2.4762866864318676e-18
2021-08-02,Equity,Minimum Variance,KO,0.0
2021-08-02,Equity,Minimum Variance,MMM,0.0818885183920513
2021-08-02,Equity,Minimum Variance,MRK,0.1440387121534051
2021-08-02,Equity,Minimum Variance,MS,1.7973228435057987e-18
2021-08-02,Equity,Minimum Variance,NEE,2.2843321973684063e-18
2021-08-02,Equity,Minimum Variance,NEM,2.685870037168484e-18
2021-08-02,Equity,Minimum Variance,NKE,0.03324069913781216
2021-08-02,Equity,Minimum Variance,NUE,0.0
2021-08-02,Equity,Minimum Variance,NVDA,0.0
2021-08-02,Equity,Minimum Variance,O,4.072538675827325e-18
2021-08-02,Equity,Minimum Variance,OXY,2.144671002899346e-18
2021-08-02,Equity,Minimum Variance,PLD,7.066897459514813e-18
2021-08-02,Equity,Minimum Variance,PSA,0.10569428469548783
2021-08-02,Equity,Minimum Variance,QCOM,0.0
2021-08-02,Equity,Minimum Variance,SBUX,0.01437237366970058
2021-08-02,Equity,Minimum Variance,SHW,1.827986948358113e-18
2021-08-02,Equity,Minimum Variance,SLB,2.5266525391880613e-18
2021-08-02,Equity,Minimum Variance,SO,9.036345245037387e-19
2021-08-02,Equity,Minimum Variance,T,0.16401990583865458
2021-08-02,Equity,Minimum Variance,TMUS,8.927016026817271e-18
2021-08-02,Equity,Minimum Variance,TTWO,0.056461785010076974
2021-08-02,Equity,Minimum Variance,UPS,4.831385870633548e-18
2021-08-02,Equity,Minimum Variance,USB,1.2404404272356479e-18
2021-08-02,Equity,Minimum Variance,V,1.055467042181956e-18
2021-08-02,Equity,Minimum Variance,WFC,7.922814227025241e-20
2021-08-02,Equity,Minimum Variance,WMT,0.11120141455177589
2021-08-02,Equity,Minimum Variance,XOM,0.0
2021-09-01,Equity,Minimum Variance,ABBV,0.020000501743762295
2021-09-01,Equity,Minimum Variance,ABT,0.011695018377942902
2021-09-01,Equity,Minimum Variance,ADBE,2.8163274341783284e-18
2021-09-01,Equity,Minimum Variance,AEP,0.09589972155682994
2021-09-01,Equity,Minimum Variance,AMD,0.011083385058289494
2021-09-01,Equity,Minimum Variance,AMGN,7.365700649014842e-18
2021-09-01,Equity,Minimum Variance,AMT,9.189734522382508e-19
2021-09-01,Equity,Minimum Variance,BA,0.0
2021-09-01,Equity,Minimum Variance,CAT,0.003999952162169248
2021-09-01,Equity,Minimum Variance,CCI,0.06868462017284296
2021-09-01,Equity,Minimum Variance,CMCSA,7.853338287261001e-20
2021-09-01,Equity,Minimum Variance,COP,6.490128088141996e-19
2021-09-01,Equity,Minimum Variance,CVX,0.0
2021-09-01,Equity,Minimum Variance,D,0.0
2021-09-01,Equity,Minimum Variance,DD,9.23239421680795e-19
2021-09-01,Equity,Minimum Variance,DIS,0.013737183174886265
2021-09-01,Equity,Minimum Variance,DOW,0.0
2021-09-01,Equity,Minimum Variance,DUK,0.004218157324212559
2021-09-01,Equity,Minimum Variance,EA,0.022566107604103477
2021-09-01,Equity,Minimum Variance,GE,0.0
2021-09-01,Equity,Minimum Variance,GILD,0.018863318829716196
2021-09-01,Equity,Minimum Variance,GS,0.03121230653795272
2021-09-01,Equity,Minimum Variance,INTC,2.420769410565507e-18
2021-09-01,Equity,Minimum Variance,KO,0.0
2021-09-01,Equity,Minimum Variance,MMM,0.07446085752381833
2021-09-01,Equity,Minimum Variance,MRK,0.13035896944109007
2021-09-01,Equity,Minimum Variance,MS,1.5170016765460219e-18
2021-09-01,Equity,Minimum Variance,NEE,3.624248503612345e-18
2021-09-01,Equity,Minimum Variance,NEM,1.0312199509213633e-17
2021-09-01,Equity,Minimum Variance,NKE,0.0292071931348398
2021-09-01,Equity,Minimum Variance,NUE,1.5737463799758567e-18
2021-09-01,Equity,Minimum Variance,NVDA,1.6259840518233145e-18
2021-09-01,Equity,Minimum Variance,O,8.588531124039227e-19
2021-09-01,Equity,Minimum Variance,OXY,9.74934987524735e-19
2021-09-01,Equity,Minimum Variance,PLD,6.758913543018108e-18
2021-09-01,Equity,Minimum Variance,PSA,0.11679106667301829
2021-09-01,Equity,Minimum Variance,QCOM,0.0
2021-09-01,Equity,Minimum Variance,SBUX,0.003946842658351329
2021-09-01,Equity,Minimum Variance,SHW,0.0
2021-09-01,Equity,Minimum Variance,SLB,0.0
2021-09-01,Equity,Minimum Variance,SO,0.0
2021-09-01,Equity,Minimum Variance,T,0.16326335979656006
2021-09-01,Equity,Minimum Variance,TMUS,2.680944592896492e-18
2021-09-01,Equity,Minimum Variance,TTWO,0.056748373821038575
2021-09-01,Equity,Minimum Variance,UPS,0.0
2021-09-01,Equity,Minimum Variance,USB,2.0030594894630723e-18
2021-09-01,Equity,Minimum Variance,V,0.0
2021-09-01,Equity,Minimum Variance,WFC,2.0028482501726093e-18
2021-09-01,Equity,Minimum Variance,WMT,0.12326306440857539
2021-09-01,Equity,Minimum Variance,XOM,0.0
2021-10-01,Equity,Minimum Variance,ABBV,0.0
2021-10-01,Equity,Minimum Variance,ABT,0.03342785737332351
2021-10-01,Equity,Minimum Variance,ADBE,2.3771992937883726e-18
2021-10-01,Equity,Minimum Variance,AEP,0.054212078496073915
2021-10-01,Equity,Minimum Variance,AMD,0.01967382368597675
2021-10-01,Equity,Minimum Variance,AMGN,5.970006693551792e-18
2021-10-01,Equity,Minimum Variance,AMT,4.0011042495426494e-19
2021-10-01,Equity,Minimum Variance,BA,0.0
2021-10-01,Equity,Minimum Variance,CAT,0.0
2021-10-01,Equity,Minimum Variance,CCI,0.09101557224349052
2021-10-01,Equity,Minimum Variance,CMCSA,3.1900239677240267e-18
2021-10-01,Equity,Minimum Variance,COP,1.2068730373201614e-18
2021-10-01,Equity,Minimum Variance,CVX,0.0
2021-10-01,Equity,Minimum Variance,D,0.0
2021-10-01,Equity,Minimum Variance,DD,0.0008515562099611029
2021-10-01,Equity,Minimum Variance,DIS,0.007539085344821087
2021-10-01,Equity,Minimum Variance,DOW,0.0
2021-10-01,Equity,Minimum Variance,DUK,0.043551369841191775
2021-10-01,Equity,Minimum Variance,EA,0.045498839337020175
2021-10-01,Equity,Minimum Variance,GE,1.9034693369545965e-19
2021-10-01,Equity,Minimum Variance,GILD,0.00625131394897617
2021-10-01,Equity,Minimum Variance,GS,0.04415212990883515
2021-10-01,Equity,Minimum Variance,INTC,0.0020573465663540954
2021-10-01,Equity,Minimum Variance,KO,0.0
2021-10-01,Equity,Minimum Variance,MMM,0.08285872190924078
2021-10-01,Equity,Minimum Variance,MRK,0.14594693533535544
2021-10-01,Equity,Minimum Variance,MS,0.0
2021-10-01,Equity,Minimum Variance,NEE,5.108955528085384e-18
2021-10-01,Equity,Minimum Variance,NEM,3.33165082861083e-18
2021-10-01,Equity,Minimum Variance,NKE,3.2044390532728353e-18
2021-10-01,Equity,Minimum Variance,NUE,1.6720032441830643e-18
2021-10-01,Equity,Minimum Variance,NVDA,2.3549558034055357e-18
2021-10-01,Equity,Minimum Variance,O,5.298336226319529e-19
2021-10-01,Equity,Minimum Variance,OXY,0.002533364174948488
2021-10-01,Equity,Minimum Variance,PLD,4.780046120306827e-18
2021-10-01,Equity,Minimum Variance,PSA,0.09444783179765914
2021-10-01,Equity,Minimum Variance,QCOM,0.0
2021-10-01,Equity,Minimum Variance,SBUX,0.020334165224476373
2021-10-01,Equity,Minimum Variance,SHW,0.0
2021-10-01,Equity,Minimum Variance,SLB,0.0019815138580592416
2021-10-01,Equity,Minimum Variance,SO,2.6527653920512897e-18
2021-10-01,Equity,Minimum Variance,T,0.13466486853210624
2021-10-01,Equity,Minimum Variance,TMUS,0.0
2021-10-01,Equity,Minimum Variance,TTWO,0.0405879185410812
2021-10-01,Equity,Minimum Variance,UPS,1.6816631594047112e-19
2021-10-01,Equity,Minimum Variance,USB,8.873781710846502e-19
2021-10-01,Equity,Minimum Variance,V,3.716569645801656e-19
2021-10-01,Equity,Minimum Variance,WFC,9.688318099401146e-19
2021-10-01,Equity,Minimum Variance,WMT,0.12841370767104882
2021-10-01,Equity,Minimum Variance,XOM,1.7838611920026418e-19
2021-11-01,Equity,Minimum Variance,ABBV,0.015939005076938934
2021-11-01,Equity,Minimum Variance,ABT,0.055760616184991
2021-11-01,Equity,Minimum Variance,ADBE,0.0
2021-11-01,Equity,Minimum Variance,AEP,0.04798752443383916
2021-11-01,Equity,Minimum Variance,AMD,0.0352516647690705
2021-11-01,Equity,Minimum Variance,AMGN,0.0
2021-11-01,Equity,Minimum Variance,AMT,1.8582539300358343e-18
2021-11-01,Equity,Minimum Variance,BA,2.352025279076752e-19
2021-11-01,Equity,Minimum Variance,CAT,1.7556790518898814e-18
2021-11-01,Equity,Minimum Variance,CCI,0.05539303673601803
2021-11-01,Equity,Minimum Variance,CMCSA,4.0304074487214095e-18
2021-11-01,Equity,Minimum Variance,COP,0.0004972984778677495
2021-11-01,Equity,Minimum Variance,CVX,0.0
2021-11-01,Equity,Minimum Variance,D,2.419247147055345e-18
2021-11-01,Equity,Minimum Variance,DD,0.0
2021-11-01,Equity,Minimum Variance,DIS,0.0
2021-11-01,Equity,Minimum Variance,DOW,7.079214476592727e-19
2021-11-01,Equity,Minimum Variance,DUK,0.05320655700525622
2021-11-01,Equity,Minimum Variance,EA,0.05266645001206591
2021-11-01,Equity,Minimum Variance,GE,2.2678028216986842e-18
2021-11-01,Equity,Minimum Variance,GILD,0.044986016944355056
2021-11-01,Equity,Minimum Variance,GS,0.0629513227338857
2021-11-01,Equity,Minimum Variance,INTC,7.26172791706111e-05
2021-11-01,Equity,Minimum Variance,KO,0.06522925253354056
2021-11-01,Equity,Minimum Variance,MMM,0.06318967211256768
2021-11-01,Equity,Minimum Variance,MRK,0.07297603367122592
2021-11-01,Equity,Minimum Variance,MS,0.0
2021-11-01,Equity,Minimum Variance,NEE,0.0
2021-11-01,Equity,Minimum Variance,NEM,0.0012099981491507771
2021-11-01,Equity,Minimum Variance,NKE,2.264189585190494e-18
2021-11-01,Equity,Minimum Variance,NUE,0.0
2021-11-01,Equity,Minimum Variance,NVDA,0.0
2021-11-01,Equity,Minimum Variance,O,6.4642208413775465e-22
2021-11-01,Equity,Minimum Variance,OXY,0.004342603352511394
2021-11-01,Equity,Minimum Variance,PLD,5.591490127200467e-18
2021-11-01,Equity,Minimum Variance,PSA,0.1025264653380236
2021-11-01,Equity,Minimum Variance,QCOM,1.3809206068807596e-18
2021-11-01,Equity,Minimum Variance,SBUX,0.012961913885981577
2021-11-01,Equity,Minimum Variance,SHW,0.0
2021-11-01,Equity,Minimum Variance,SLB,1.1295984683465495e-18
2021-11-01,Equity,Minimum Variance,SO,3.539598355331158e-18
2021-11-01,Equity,Minimum Variance,T,0.11052687858815402
2021-11-01,Equity,Minimum Variance,TMUS,0.0008617945590630761
2021-11-01,Equity,Minimum Variance,TTWO,0.026947579205360457
2021-11-01,Equity,Minimum Variance,UPS,0.007623748403823911
2021-11-01,Equity,Minimum Variance,USB,1.811420880588004e-18
2021-11-01,Equity,Minimum Variance,V,2.9743735523437814e-18
2021-11-01,Equity,Minimum Variance,WFC,0.0
2021-11-01,Equity,Minimum Variance,WMT,0.10689195054713806
2021-11-01,Equity,Minimum Variance,XOM,0.0
2021-12-01,Equity,Minimum Variance,ABBV,0.031191380594991103
